#displaying cycles per input bytes for memcpy and decoders: chromium, AVX2, AVX512VBMI, AVX512VBMI-unrolled, AVX512VBMI-despacing; first column is number of bytes
#Following the cycles per inpt bytes, we provide the GB/s (speeds) 
#Each measure is given as a triple (mean, min, max)
256  0.402 0.128 18.744     3.992 1.779 98.070     0.682 0.477 4.052     0.438 0.238 3.355     0.371 0.314 3.430     0.632 0.576 3.064     0.053 0.006 53624256028225440.000    			 12.866 7.451 17.799      1.011 0.815 1.090      4.081 3.110 4.782      11.735 8.431 12.322      8.802 8.659 8.899      4.295 3.955 4.929     
320  0.032 0.000 1.617     1.376 1.332 2.664     0.475 0.360 1.757     0.198 0.121 0.598     0.255 0.234 0.799     0.536 0.509 1.168     0.010 0.000 43099869331097080.000    			 31.635 24.913 33.217      1.666 1.399 1.756      5.923 4.802 6.132      16.471 10.490 18.118      9.491 9.491 9.491      4.371 4.286 4.380     
384  360287970189639.688 0.000 36028797018963968.000     1.097 0.887 94.152     0.275 0.172 1.176     0.056 0.020 0.297     0.035 0.027 0.133     0.060 0.051 0.184     360287970189639.625 0.031 36028797018963968.000    			 56.098 52.982 59.605      2.081 2.064 2.091      8.366 7.225 8.515      22.492 14.901 25.097      26.639 26.491 28.049      19.868 19.868 19.868     
448  307445734561825.812 0.003 30744573456182588.000     0.807 0.780 0.983     0.239 0.150 0.920     0.064 0.023 0.280     0.057 0.050 0.163     0.145 0.133 0.347     307445734561825.812 0.020 30744573456182588.000    			 65.740 62.088 69.849      2.327 2.309 2.348      9.803 7.551 10.543      23.983 15.103 26.609      20.469 19.269 21.492      10.348 10.160 11.642     
512  269689240843706.875 0.003 26968924084370688.000     0.793 0.757 1.547     0.249 0.170 0.892     0.057 0.026 0.269     0.079 0.070 0.161     0.199 0.181 0.544     269689240843706.875 0.029 26968924084370688.000    			 67.769 63.702 70.781      2.352 2.197 2.431      8.848 7.675 9.100      24.884 17.217 26.543      16.127 10.443 17.217      8.188 6.245 8.726     
576  240191980126426.438 24019198012642644.000 24019198012642644.000     0.823 0.745 49.815     0.233 0.159 0.839     0.043 0.016 0.182     0.025 0.018 0.068     0.052 0.044 0.242     240191980126426.438 0.021 24019198012642644.000    			 78.600 71.526 79.473      2.395 2.292 2.527      9.474 7.451 10.074      32.219 21.674 34.060      33.738 31.098 34.060      23.528 23.073 23.842     
640  215499346655485.406 0.000 21549934665548540.000     0.772 0.743 1.381     0.259 0.143 4.355     0.061 0.028 0.273     0.052 0.044 0.129     0.121 0.112 0.271     215499346655485.406 0.019 21549934665548540.000    			 61.799 22.777 79.721      2.388 2.239 2.515      9.990 8.135 10.773      28.371 20.441 30.662      25.470 24.158 26.574      13.558 9.379 14.495     
704  196241958230952.656 0.019 19624195823095268.000     0.750 0.721 0.830     0.215 0.145 0.745     0.053 0.026 0.209     0.062 0.057 0.115     0.150 0.143 0.277     196241958230952.656 0.006 19624195823095268.000    			 77.473 72.954 79.586      2.474 2.286 2.629      9.663 8.418 10.299      29.777 21.886 31.266      21.197 20.359 21.352      10.902 8.418 11.519     
768  180143985094819.812 0.000 18014398509481984.000     0.813 0.732 62.035     0.208 0.141 0.750     0.049 0.020 0.184     0.024 0.020 0.049     0.056 0.053 0.092     180143985094819.812 0.021 18014398509481984.000    			 84.396 79.473 86.698      2.432 2.292 2.613      10.538 8.913 11.089      32.999 21.674 38.147      36.680 36.680 36.680      24.453 23.260 25.097     
832  165887986274366.469 0.018 16588798627436648.000     0.797 0.732 41.088     0.212 0.137 0.748     0.070 0.041 0.237     0.046 0.041 0.133     0.125 0.119 0.209     165887986274366.438 0.002 16588798627436648.000    			 69.042 27.990 86.303      2.481 2.403 2.615      11.112 9.589 11.904      31.478 22.514 33.407      28.451 27.990 28.768      14.344 10.677 16.439     
896  154236990582855.781 0.102 15423699058285578.000     0.753 0.734 1.197     0.203 0.145 0.717     0.071 0.040 0.222     0.058 0.055 0.099     0.153 0.147 0.268     154236990582855.750 0.005 15423699058285578.000    			 70.498 34.808 79.562      2.492 2.385 2.627      10.793 9.520 11.251      28.199 21.420 29.312      24.214 16.877 25.904      11.413 11.251 11.483     
960  144115188075855.875 0.020 14411518807585588.000     0.750 0.738 0.855     0.206 0.141 0.738     0.052 0.023 0.180     0.030 0.027 0.061     0.061 0.056 0.089     144115188075855.844 0.016 14411518807585588.000    			 85.762 85.149 91.699      2.539 2.468 2.620      11.619 9.934 12.418      34.857 26.491 37.253      40.138 39.736 41.107      20.696 12.164 22.492     
1024  134844620421853.453 0.000 13484462042185344.000     0.760 0.738 3.304     0.192 0.136 0.721     0.076 0.038 0.221     0.047 0.044 0.108     0.117 0.111 0.181     134844620421853.438 0.001 13484462042185344.000    			 84.937 84.937 84.937      2.544 2.503 2.616      12.031 10.529 12.740      30.849 22.751 33.528      31.458 31.074 31.851      14.729 14.478 14.815     
1088  127043691967696.641 0.000 12704369196769664.000     0.812 0.742 37.759     0.206 0.146 0.720     0.069 0.037 0.220     0.056 0.051 0.161     0.135 0.129 0.231     127043691967696.625 0.028 12704369196769664.000    			 83.474 75.127 84.518      2.563 2.495 2.636      11.213 8.505 12.183      33.639 25.042 37.563      27.768 26.515 28.173      12.709 12.521 12.757     
1152  120095990063213.234 0.000 12009599006321322.000     0.784 0.742 1.467     0.190 0.134 0.693     0.048 0.025 0.180     0.030 0.026 0.073     0.064 0.059 0.344     120095990063213.219 0.018 12009599006321322.000    			 85.659 62.196 89.407      2.609 2.425 2.639      12.537 11.004 12.772      36.493 28.049 42.074      40.872 40.872 40.872      21.479 16.256 23.073     
1216  0.003 0.000 11358832557702926.000     0.756 0.744 4.405     0.187 0.132 0.685     0.058 0.036 0.268     0.044 0.041 0.089     0.107 0.103 0.183     113588325577029.250 0.004 11358832557702926.000    			 85.936 84.026 88.969      2.609 2.424 2.640      12.938 11.725 13.152      33.988 27.008 35.174      33.388 32.880 33.610      15.887 15.592 15.921     
1280  0.002 0.000 10800201448307700.000     0.754 0.744 0.802     0.217 0.139 0.670     0.061 0.034 0.203     0.052 0.049 0.071     0.125 0.122 0.194     108002014483076.984 0.008 10800201448307700.000    			 85.984 83.721 88.372      2.621 2.462 2.642      12.466 11.444 12.625      35.115 27.907 36.152      29.567 28.922 30.013      13.784 13.596 13.832     
1344  0.002 0.000 10293942005418276.000     0.754 0.746 0.798     0.191 0.134 0.661     0.050 0.027 0.174     0.031 0.029 0.045     0.063 0.060 0.083     102939420054182.750 0.011 10293942005418276.000    			 89.727 83.447 92.718      2.613 2.426 2.641      12.868 11.753 13.141      37.844 29.802 39.736      41.723 41.723 41.723      23.277 22.862 23.506     
1408  0.005 0.002 0.078     0.759 0.745 2.770     0.184 0.131 0.657     0.060 0.035 0.199     0.044 0.041 0.078     0.102 0.099 0.151     98120979115476.328 0.001 9812097911547634.000    			 87.544 87.544 87.544      2.634 2.629 2.645      13.184 12.075 13.366      36.175 31.266 37.253      34.948 34.331 35.018      16.518 16.363 16.675     
1472  0.005 0.003 0.084     0.758 0.747 2.462     0.197 0.138 0.661     0.063 0.035 0.199     0.050 0.048 0.065     0.120 0.117 0.171     93924358827441.703 0.006 9392435882744170.000    			 87.101 87.101 87.101      2.646 2.639 2.651      12.791 12.034 12.972      36.952 31.002 38.107      31.107 29.986 31.537      14.692 14.403 14.751     
1536  0.005 0.002 0.063     0.759 0.748 1.009     0.192 0.134 0.652     0.052 0.028 0.175     0.032 0.030 0.045     0.064 0.062 0.081     90071992547409.906 0.019 9007199254740992.000    			 90.396 86.698 90.826      2.617 2.452 2.645      13.145 12.149 13.338      39.736 32.328 41.464      42.480 42.386 43.349      23.694 23.260 24.144     
1600  0.007 0.005 0.069     0.775 0.747 14.342     0.185 0.132 0.654     0.059 0.036 0.202     0.044 0.041 0.115     0.099 0.096 0.140     86361161393771.297 0.010 8636116139377131.000    			 88.022 86.492 90.423      2.605 2.487 2.635      13.423 12.356 13.625      37.114 30.141 38.256      35.908 35.523 36.169      17.636 17.298 17.762     
1664  0.007 0.005 0.071     0.761 0.750 2.374     0.189 0.137 0.652     0.066 0.036 0.205     0.051 0.048 0.141     0.118 0.113 0.212     0.000 0.000 8309344177346645.000    			 87.980 86.147 89.893      2.637 2.624 2.641      13.028 12.234 13.169      38.006 30.405 39.760      32.407 31.808 32.818      15.080 12.091 15.545     
1728  0.007 0.004 0.076     0.761 0.750 2.410     0.191 0.133 0.642     0.053 0.030 0.176     0.034 0.032 0.044     0.066 0.064 0.081     80063993375475.469 0.010 8006399337547548.000    			 91.309 89.407 93.294      2.642 2.630 2.649      13.254 12.055 13.495      40.563 33.012 42.074      43.261 42.074 43.791      23.948 23.580 24.110     
1792  0.009 0.007 0.078     0.760 0.753 2.404     0.184 0.132 0.655     0.058 0.037 0.197     0.044 0.042 0.071     0.097 0.094 0.134     77118495291427.891 0.004 7711849529142789.000    			 88.754 85.682 89.109      2.622 2.503 2.639      13.592 12.658 13.837      38.409 31.825 39.781      36.701 35.931 37.129      18.260 18.112 18.411     
1856  0.009 0.006 0.069     0.761 0.753 1.943     0.186 0.137 0.639     0.057 0.036 0.195     0.049 0.047 0.069     0.111 0.109 0.157     0.003 0.000 7450219738978010.000    			 88.691 88.691 88.691      2.642 2.638 2.644      13.200 12.331 13.329      38.952 32.478 40.455      33.468 32.942 33.911      16.171 16.014 16.239     
1920  0.009 0.006 0.064     0.763 0.752 2.079     0.181 0.134 0.637     0.055 0.031 0.177     0.035 0.033 0.043     0.067 0.066 0.081     72057594037927.922 0.011 7205759403792794.000    			 92.054 91.699 95.367      2.641 2.637 2.646      13.508 12.682 13.702      41.392 35.585 42.575      43.428 42.575 44.152      24.230 23.842 24.328     
1984  0.010 0.008 0.073     0.760 0.755 0.801     0.200 0.132 0.637     0.058 0.037 0.194     0.044 0.042 0.063     0.095 0.093 0.125     69662930791954.500 0.012 6966293079195450.000    			 88.710 85.039 91.339      2.613 2.496 2.640      13.708 12.778 13.855      39.145 33.326 40.429      37.594 37.366 37.941      18.711 18.542 18.826     
2048  0.010 0.007 0.073     0.776 0.754 2.684     0.191 0.136 0.642     0.069 0.040 0.204     0.050 0.047 0.182     0.109 0.106 0.165     0.015 0.000 6752102515999104.000    			 88.964 87.737 90.870      2.643 2.639 2.648      13.048 10.301 13.462      39.024 31.805 40.387      34.523 33.479 34.854      16.806 16.630 16.850     
2112  0.010 0.008 0.068     0.762 0.751 0.796     0.183 0.136 0.632     0.056 0.037 0.176     0.036 0.034 0.045     0.073 0.071 0.080     65506903670843.570 0.009 6550690367084358.000    			 92.345 90.435 93.664      2.641 2.638 2.646      13.667 12.731 13.803      41.107 34.508 42.300      42.368 33.198 43.710      23.907 19.572 24.742     
2176  0.011 0.010 0.063     0.762 0.756 1.769     0.183 0.134 0.631     0.060 0.040 0.194     0.044 0.042 0.062     0.089 0.087 0.121     63521845983848.320 0.000 6352184598384832.000    			 83.993 55.195 90.152      2.632 2.530 2.644      13.862 13.129 14.013      39.483 33.390 40.367      38.692 38.637 39.197      21.113 20.966 21.465     
2240  0.011 0.009 0.064     0.761 0.756 0.779     0.183 0.138 0.631     0.059 0.039 0.191     0.048 0.047 0.060     0.106 0.104 0.143     0.003 0.001 0.027    			 86.422 81.847 89.767      2.644 2.643 2.648      12.871 10.083 13.641      39.983 33.128 40.923      35.450 34.785 35.677      17.252 17.072 17.284     
2304  0.011 0.009 0.061     0.763 0.755 0.790     0.181 0.136 0.626     0.056 0.037 0.176     0.036 0.035 0.042     0.072 0.070 0.081     60047995031606.609 0.001 6004799503160661.000    			 88.577 84.148 92.291      2.645 2.639 2.649      13.407 12.659 13.559      41.585 35.321 42.702      44.152 44.016 44.703      24.453 24.042 24.664     
2368  0.012 0.010 0.063     0.782 0.753 17.508     0.189 0.134 0.627     0.059 0.039 0.188     0.043 0.041 0.061     0.092 0.090 0.114     58375772385156.812 0.000 5837577238515681.000    			 87.070 84.085 89.181      2.636 2.546 2.649      13.714 12.796 13.882      40.426 34.623 41.450      39.083 38.723 39.240      21.592 21.173 21.963     
2432  0.012 0.010 0.069     0.762 0.755 0.787     0.180 0.138 0.633     0.059 0.039 0.191     0.048 0.047 0.072     0.104 0.102 0.148     0.004 0.002 0.023    			 84.156 83.923 86.320      2.637 2.535 2.650      13.506 12.856 13.609      40.717 34.332 41.961      36.096 35.544 36.400      17.793 17.565 17.877     
2496  0.011 0.010 0.069     0.764 0.755 1.814     0.178 0.135 0.624     0.056 0.037 0.183     0.037 0.035 0.046     0.071 0.070 0.081     55428918490713.797 0.004 5542891849071380.000    			 88.303 86.096 88.555      2.625 2.538 2.649      13.708 12.914 13.899      42.458 36.040 43.654      44.468 43.654 44.919      24.638 24.405 24.796     
2560  0.012 0.011 0.057     0.765 0.755 1.762     0.178 0.133 0.625     0.060 0.039 0.190     0.045 0.044 0.063     0.091 0.089 0.115     0.001 0.000 5400100724153850.000    			 85.521 83.721 85.984      2.648 2.647 2.651      13.929 13.201 14.077      40.892 34.960 41.860      39.619 38.798 39.767      20.085 19.884 20.135     
2624  0.012 0.011 0.057     0.764 0.755 1.752     0.184 0.138 0.625     0.059 0.039 0.190     0.049 0.047 0.067     0.102 0.100 0.136     0.004 0.003 0.018    			 84.446 79.503 85.780      2.648 2.646 2.650      13.622 12.884 13.754      41.577 36.218 42.333      35.469 34.312 35.820      18.200 18.109 18.313     
2688  0.012 0.011 0.055     0.814 0.756 19.503     0.178 0.135 0.622     0.056 0.037 0.177     0.037 0.036 0.046     0.071 0.069 0.082     51469710027091.383 0.006 5146971002709138.000    			 88.537 87.838 90.212      2.640 2.576 2.653      13.890 13.298 14.025      42.793 37.087 43.919      44.446 43.919 44.505      24.707 24.364 24.909     
2752  0.013 0.012 0.057     0.764 0.757 1.696     0.181 0.134 0.623     0.059 0.039 0.186     0.045 0.044 0.057     0.090 0.088 0.112     0.001 0.000 0.019    			 85.925 83.410 87.688      2.642 2.552 2.653      14.010 13.411 14.131      41.503 36.772 42.220      40.092 39.308 40.233      20.380 20.236 20.478     
2816  0.013 0.012 0.059     0.765 0.757 1.799     0.171 0.137 0.619     0.057 0.039 0.186     0.048 0.047 0.063     0.100 0.098 0.130     0.004 0.002 0.023    			 84.290 83.287 85.318      2.626 2.529 2.652      13.750 13.101 13.881      41.893 36.438 42.659      36.249 35.694 37.213      18.636 18.508 18.706     
2880  0.013 0.011 0.057     0.799 0.758 17.818     0.177 0.135 0.622     0.059 0.037 0.177     0.038 0.036 0.062     0.071 0.070 0.090     48038396025285.289 0.000 4803839602528529.000    			 88.741 87.226 89.407      2.636 2.564 2.657      13.755 12.164 14.080      42.676 36.869 43.613      44.648 44.152 44.703      24.870 24.664 25.009     
2944  0.014 0.013 0.059     0.765 0.758 1.758     0.177 0.134 0.618     0.069 0.041 0.190     0.045 0.043 0.056     0.089 0.088 0.112     0.002 0.000 0.023    			 87.101 87.101 87.101      2.640 2.569 2.653      14.065 13.449 14.179      40.245 35.865 41.104      39.042 38.508 39.336      20.703 20.437 20.785     
